File,First Sentence
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk05n__12-04-21-02-34-32_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk06n__12-04-21-02-34-43_transcript.txt, doći će na Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk07n__12-04-21-02-34-55_transcript.txt, malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk08n__12-04-21-02-35-06_transcript.txt, sutra će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk09n__12-04-21-02-35-29_transcript.txt, doveče je žurka kod komšije
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk10n__12-04-21-02-35-56_transcript.txt, dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk11n__12-04-21-02-36-20_transcript.txt, od sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk12n__12-04-21-02-36-32_transcript.txt, će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk13n__12-04-21-02-36-44_transcript.txt, moj sin ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk14n__12-04-21-02-37-11_transcript.txt, Gracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk15n__12-04-21-02-37-52_transcript.txt, javio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk16n__12-04-21-02-38-21_transcript.txt, Sanjao sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk17n__12-04-21-02-38-43_transcript.txt, premijer je obećao više standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk18n__12-04-21-02-39-18_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk19n__12-04-21-02-39-43_transcript.txt, večeras najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk20n__12-04-21-02-39-54_transcript.txt, ponedeljak putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk21n__12-04-21-02-40-27_transcript.txt, moja karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk22n__12-04-21-02-41-07_transcript.txt, naša kola su stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk23n__12-04-21-02-41-20_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk24n__12-04-21-02-41-42_transcript.txt, preko leta ću biti u Beogradu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk25n__12-04-21-02-41-56_transcript.txt, nismo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk26n__12-04-21-02-42-10_transcript.txt, braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk27n__12-04-21-02-42-25_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk28n__12-04-21-02-42-41_transcript.txt, mora da donese odluku o njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk29n__12-04-21-02-43-00_transcript.txt, to ja fer i novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/1/2_1_1_mvmk30n__12-04-21-02-43-43_transcript.txt, vremena ni smo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd01r__12-04-21-02-45-22_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd02r__12-04-21-02-46-01_transcript.txt, da ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd03r__12-04-21-02-46-39_transcript.txt, učiteljicu prodali u sve oblasti i bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd04r__12-04-21-02-47-18_transcript.txt, zovi na stranstvo prošle godine i još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd05r__12-04-21-02-47-33_transcript.txt, zvoni zvoni po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd06r__12-04-21-02-48-02_transcript.txt, na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd07r__12-04-21-02-48-34_transcript.txt, se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd08r__12-04-21-02-48-56_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd09r__12-04-21-02-49-16_transcript.txt, znam znam Pa meni je 100 puta priča
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd10r__12-04-21-02-50-24_transcript.txt, Mirjana je rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd11r__12-04-21-02-51-03_transcript.txt, na more Idemo isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd12r__12-04-21-02-51-17_transcript.txt, nećemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd13r__12-04-21-02-51-37_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd14r__12-04-21-02-51-50_transcript.txt, platila se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd15r__12-04-21-02-52-18_transcript.txt, sećam se kada je ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd16r__12-04-21-02-53-05_transcript.txt, mlade najviše ptice imaju lica sa estrade kao iz Sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd17r__12-04-21-02-53-28_transcript.txt, ti mu plate on će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd18r__12-04-21-02-54-06_transcript.txt, nazvat ću te ponovo otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd19r__12-04-21-02-54-21_transcript.txt, prase igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd20r__12-04-21-02-54-46_transcript.txt, javio se i otišla je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd21r__12-04-21-02-54-59_transcript.txt, što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd22r__12-04-21-02-55-36_transcript.txt, Taman sam krenula da učim a on me pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd23r__12-04-21-02-56-00_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd24r__12-04-21-02-56-31_transcript.txt, su nemogući niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd25r__12-04-21-02-56-45_transcript.txt, osho Boys nekoliko minuta pre na
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd26r__12-04-21-02-57-02_transcript.txt, To je sve možete početi da pričam
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd27r__12-04-21-02-57-29_transcript.txt, završe sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd28r__12-04-21-02-57-48_transcript.txt, pre sam se čuo sa njim i on je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd29r__12-04-21-02-58-33_transcript.txt, da se vratim sa posla svrati će da te jebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd30r__12-04-21-02-58-55_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd31r__12-04-21-02-59-21_transcript.txt, za ulicu naspram one tek renovirane buregdžinice
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_0_okzd32r__12-04-21-02-59-38_transcript.txt, dok se saginje Umalo da ga ne zgaze ljubim te
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk04r__12-04-21-02-59-57_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk05r__12-04-21-03-00-08_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk06r__12-04-21-03-00-25_transcript.txt, doći će na Mirko na ručak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk07r__12-04-21-03-00-36_transcript.txt, malo pa će izbori
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk08r__12-04-21-03-00-47_transcript.txt, će biti 27 u hladu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk09r__12-04-21-03-01-09_transcript.txt, žurka kod komšije
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk10r__12-04-21-03-01-26_transcript.txt, za dva dana počinje škola
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk11r__12-04-21-03-01-37_transcript.txt, sutra smo sami u kući
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk12r__12-04-21-03-01-49_transcript.txt, Petar će doći u ponedeljak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk13r__12-04-21-03-02-01_transcript.txt, ide prvi put sam na more
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk14r__12-04-21-03-02-15_transcript.txt, Gracije su opet počele
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk15r__12-04-21-03-02-51_transcript.txt, javio se u poslednjem trenutku
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk16r__12-04-21-03-03-13_transcript.txt, Sanjala sam te pre neku noć
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk17r__12-04-21-03-03-25_transcript.txt, jer je obećao viši standard
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk18r__12-04-21-03-03-48_transcript.txt, Opet je pijaca poskupela
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk19r__12-04-21-03-03-59_transcript.txt, najavljuju padavine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk20r__12-04-21-03-04-09_transcript.txt, kupujem da putujem na frušku Goru
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk21r__12-04-21-03-04-22_transcript.txt, karta važi još dva dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk22r__12-04-21-03-04-33_transcript.txt, sa kolacu stara 10 godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk23r__12-04-21-03-04-46_transcript.txt, sutra se završava školska godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk24r__12-04-21-03-04-59_transcript.txt, Nikoleta ću biti u Beograd
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk25r__12-04-21-03-05-10_transcript.txt, smo u kontaktu više od godinu dana
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk26r__12-04-21-03-05-22_transcript.txt, u braku smo već devet godina
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk27r__12-04-21-03-05-44_transcript.txt, za osam minuta počinje predstava
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk28r__12-04-21-03-05-57_transcript.txt, danas mora da donese odluku o njegovoj smeni
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk29r__12-04-21-03-06-22_transcript.txt, Stoja feri novine su pisale danima
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/2/3_2_1_okzk30r__12-04-21-03-06-44_transcript.txt, dugo vremena nismo ovde bili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD01S__16-04-21-11-45-47_transcript.txt, četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD02S__16-04-21-11-46-01_transcript.txt, ćemo se raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD03S__16-04-21-11-46-15_transcript.txt, prodavnice oblasti benzin se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD04S__16-04-21-11-46-30_transcript.txt, kiselina transu prošle godine još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD05S__16-04-21-11-46-57_transcript.txt, telefoni za one po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD06S__16-04-21-11-47-29_transcript.txt, popeti se na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD07S__16-04-21-11-47-43_transcript.txt, sedim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD08S__16-04-21-11-48-07_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD09S__16-04-21-11-48-21_transcript.txt, znam znam Pa meni je 100 puta priča
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD10S__16-04-21-11-48-35_transcript.txt, Miljana rekla si se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD11S__16-04-21-11-49-15_transcript.txt, idemo isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD12S__16-04-21-11-49-44_transcript.txt, nastavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD13S__16-04-21-11-50-07_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD14S__16-04-21-11-50-20_transcript.txt, pa to se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1034/3/5_3_0_SZZD15S__16-04-21-11-51-46_transcript.txt, za Kada je ulica Kneza Miloša saobraćaju tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD01L__13-04-21-12-45-08_transcript.txt, imamo još četiri minuta vremena do polaska voza
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD02L__13-04-21-12-45-23_transcript.txt, sutra ćemo sve raditi ponovo pa šta ispadne
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD03L__13-04-21-12-45-36_transcript.txt, kompjuteri su prodali u sve oblasti bez njih se ne može
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD04L__13-04-21-12-45-51_transcript.txt, otišao u inostranstvo prošle godine još se nije vratio
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD05L__13-04-21-12-46-03_transcript.txt, telefoni zvone po ceo dan i tebe traže
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD06L__13-04-21-12-46-15_transcript.txt, popiću si na drvo ako mi mama ne vidi
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD07L__13-04-21-12-46-25_transcript.txt, uvek se setim tebe kad čujem tu pesmu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD08L__13-04-21-12-46-38_transcript.txt, Da da tako smo se dogovorili
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD09L__13-04-21-12-46-48_transcript.txt, znam znam Pa meni 100 puta pričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD10L__13-04-21-12-46-59_transcript.txt, mirili rekla da će se uskoro vratiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD11L__13-04-21-12-47-10_transcript.txt, nur idemo isto mesto kao i prošle godine
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD12L__13-04-21-12-47-22_transcript.txt, nastavi ćemo imati preko 50 gostiju
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD13L__13-04-21-12-47-37_transcript.txt, raspitaću se pa ću ti javiti
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD14L__13-04-21-12-47-47_transcript.txt, oblačila se kao da će padati kiša
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD15L__13-04-21-12-47-58_transcript.txt, sećam se kad je ulicom Kneza Miloša saobraćao tramvaj
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD16L__13-04-21-12-48-13_transcript.txt, mladi najviše uticaj imaju lica sa estrade kao i sporta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD17L__13-04-21-12-48-30_transcript.txt, čim uplatim će doneti robu
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD18L__13-04-21-12-48-41_transcript.txt, nazvaću te ponovo otprilike za sat vremena
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD19L__13-04-21-12-48-53_transcript.txt, otvara se igraonica preko puta naše zgrade
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD20L__13-04-21-12-49-05_transcript.txt, javio si otišao je na aerodrom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD21L__13-04-21-12-49-17_transcript.txt, samo što sam stigao odmah sam morao da odem na sastanak
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD22L__13-04-21-12-49-29_transcript.txt, Taman sam krenula da učim a on me pozvao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD23L__13-04-21-12-49-40_transcript.txt, Strpi se još malo samo što nismo stigli
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD24L__13-04-21-12-49-52_transcript.txt, ovi klinci su nemoguće niko ih ne može obuzdati
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD25L__13-04-21-12-50-05_transcript.txt, Milan je ušao u voz nekoliko minuta pre nas
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD26L__13-04-21-12-50-17_transcript.txt, gotovo je ne možete početi sa pričom
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD27L__13-04-21-12-50-29_transcript.txt, kada završe sa sastankom Javiće nam rezultate
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD28L__13-04-21-12-50-41_transcript.txt, malopre sam se čuo sa njim i on je sve ispričao
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD29L__13-04-21-12-50-54_transcript.txt, kada se vratim sa posla svratiću do tebe
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD30L__13-04-21-12-51-06_transcript.txt, Upravo su mi javili da treba da dođem sutra
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD31L__13-04-21-12-51-19_transcript.txt, prelazi ulicu naspram oni tek renovirane buregdžinice
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_0_MMMD32L__13-04-21-12-51-33_transcript.txt, dok se saginju malo ga ne zgazi ljubim Ford
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_1_MMMK04L__13-04-21-12-51-45_transcript.txt, napisaću mu pismo
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_1_MMMK05L__13-04-21-12-51-54_transcript.txt, Krećemo za 5 minuta
/content/drive/MyDrive/PhD/Forced_alignment/transcript/1036/0/1_0_1_MMMK06L__13-04-21-12-52-03_transcript.txt, doći će nam Mirko na ručak
